seed,condition,method,selected_lambda,validation_mse,test_mse,coefficient_mse,truth_penalty_energy,estimate_penalty_energy
1,aligned_in_kernel,grid_laplacian,0.0,1.8649645161653612,2.4534931227541397,0.034994326436278526,3.442909716599491,3.2648327380429683
1,isotropic,dstm_boundary,0.0,2.541792369939401,2.703015281293401,0.0384079473093958,1.9260007724960062,1.2768121947316584
1,isotropic,ridge,0.1,2.1882498210736405,2.278492514889229,0.03216925404009171,4.000000000000002,2.0170867622758353
1,isotropic,isospectral_random,0.0,2.541792369939401,2.703015281293401,0.0384079473093958,1.1273193199646871,1.4260236775598858
1,isotropic,grid_laplacian,0.1,2.2905493305300295,2.585823761914706,0.03618260587060056,4.349224852038211,1.8045495539046703
1,permuted_misaligned,dstm_boundary,0.0,1.525486566752713,1.784104345704554,0.02584092082519452,1.588719407154176,1.6675185122178822
1,permuted_misaligned,ridge,0.1,1.1695003064479117,1.3950615100547168,0.018940371029216717,4.0,2.688065672435055
1,permuted_misaligned,isospectral_random,0.0,1.525486566752713,1.784104345704554,0.02584092082519452,1.47506622889631,1.65735249709115
1,permuted_misaligned,grid_laplacian,0.1,1.230523064162894,1.203756597246904,0.01639152655410285,3.719115679671406,2.2529553980935355
2,aligned_in_kernel,dstm_boundary,1000.0,0.6109070354894848,0.6656924153031386,0.006082462025689402,3.5240242240585e-18,6.262788993250523e-08
2,aligned_in_kernel,ridge,0.1,2.004229496884699,1.4009340869511233,0.020043585532344053,4.0,2.940349549917566
2,aligned_in_kernel,isospectral_random,0.0,2.2191623323008924,1.8329781677623456,0.025713437471656955,1.5045648781206085,1.705535329616535
2,aligned_in_kernel,grid_laplacian,0.0,2.2191623323008924,1.8329781677623456,0.025713437471656955,3.6348864650636457,4.21492878591504
2,isotropic,dstm_boundary,0.0,2.1130244821370963,1.9088697558267071,0.02699641565221433,1.8974518217155372,2.429358467373226
2,isotropic,ridge,0.03162277660168379,1.9583633650808598,1.7022450979178623,0.023523600032008343,4.000000000000001,3.0865234993369595
2,isotropic,isospectral_random,0.0,2.1130244821370963,1.9088697558267071,0.02699641565221433,1.8505737342922688,1.569484687080094
2,isotropic,grid_laplacian,0.0,2.1130244821370963,1.9088697558267071,0.02699641565221433,4.202242133454047,3.7145985105023507
2,permuted_misaligned,dstm_boundary,0.0,2.274333697930549,2.3861485009614665,0.03272344901555342,1.5478825042154867,0.8414502296268833
2,permuted_misaligned,ridge,0.1,2.1386357880265177,2.1980726573211813,0.029803399991575476,4.0,1.9135800942208978
2,permuted_misaligned,isospectral_random,0.0,2.274333697930549,2.3861485009614665,0.03272344901555342,1.351959908678222,1.0473075246301278
2,permuted_misaligned,grid_laplacian,0.0,2.274333697930549,2.3861485009614665,0.03272344901555342,4.267729770785059,2.8283051188424784
3,aligned_in_kernel,dstm_boundary,3.1622776601683795,0.7611509677485233,1.1383585033408643,0.013569120828420971,-5.2259251935007e-18,0.0012462032820735182
3,aligned_in_kernel,ridge,0.1,1.6508705111173665,1.7089830874557106,0.023933806338847126,3.999999999999999,2.6353630580889504
3,aligned_in_kernel,isospectral_random,0.0,2.2531438083330744,2.5209063868467907,0.03813305372270774,2.4210105200163685,2.1734526993286902
3,aligned_in_kernel,grid_laplacian,0.0,2.2531438083330744,2.5209063868467907,0.03813305372270774,3.9448681494595284,4.1223511292193535
3,isotropic,dstm_boundary,0.0,1.727279616148545,2.1996047169069883,0.03177286921713054,1.733635935577965,1.701909532150173
3,isotropic,ridge,0.1,1.3417182245019352,1.6489667159809447,0.022153689034646623,4.0,2.63140368032927
3,isotropic,isospectral_random,0.0,1.727279616148545,2.1996047169069883,0.03177286921713054,1.5695388180994572,1.7829067475161051
3,isotropic,grid_laplacian,0.1,1.4736254277445866,1.9808954056913746,0.02642428944989495,3.9159129197666362,2.2743568119093256
3,permuted_misaligned,dstm_boundary,0.0,1.7745662729061642,2.448710757220492,0.03336696493276186,1.1795622563040578,1.65585054354214
3,permuted_misaligned,ridge,0.1,1.3367015075021367,1.7119068652761122,0.021551709932850067,3.999999999999999,2.6919836275036815
3,permuted_misaligned,isospectral_random,0.0,1.7745662729061642,2.448710757220492,0.03336696493276186,1.9862598392960984,2.3335819019516117
3,permuted_misaligned,grid_laplacian,0.0,1.7745662729061642,2.448710757220492,0.03336696493276186,4.095987065061592,4.294029122228778
4,aligned_in_kernel,dstm_boundary,1000.0,0.5538846471893444,0.5779629957089825,0.00537312084813438,-1.753546798531719e-18,1.788646748508688e-08
4,aligned_in_kernel,ridge,0.03162277660168379,1.4122483698081676,1.2656416196908313,0.016388093310224228,4.0,3.1348363466322082
4,aligned_in_kernel,isospectral_random,0.0,1.49729701976835,1.3672517845438983,0.018155878683714693,2.3480301455142785,2.0011320027714152
4,aligned_in_kernel,grid_laplacian,0.03162277660168379,1.1682001473481707,1.1180794992287701,0.013524335121403913,2.775271181205711,2.1476983660611504
4,isotropic,dstm_boundary,0.0,1.6772205946847736,1.6942817463335702,0.0249946633986848,1.6564383236075702,1.3926443846118435
4,isotropic,ridge,0.03162277660168379,1.5111405927729482,1.571119202691478,0.022977592224309448,4.0,2.6479495993395163
4,isotropic,isospectral_random,0.0,1.6772205946847736,1.6942817463335702,0.0249946633986848,1.2628772135836828,0.9556318128420034
4,isotropic,grid_laplacian,0.0,1.6772205946847736,1.6942817463335702,0.0249946633986848,3.6030154428677976,2.808791955396888
4,permuted_misaligned,dstm_boundary,0.0,2.3327997013013064,1.6867670130969075,0.024070363286692376,1.2441276440850033,1.0053097093857786
4,permuted_misaligned,ridge,0.1,2.092197975880401,1.5443772123007036,0.021195010944696432,4.0,2.584095661745942
4,permuted_misaligned,isospectral_random,0.0,2.3327997013013064,1.6867670130969075,0.024070363286692376,1.0558337870340113,1.0023102232371823
4,permuted_misaligned,grid_laplacian,0.0,2.3327997013013064,1.6867670130969075,0.024070363286692376,3.929807240137537,2.8025458657628874
5,aligned_in_kernel,dstm_boundary,1000.0,0.6702873658593064,0.6600250869151192,0.0061179162435357395,1.21635641647307e-17,5.849850263803881e-08
5,aligned_in_kernel,ridge,0.01,1.770841375114074,1.5631481231309268,0.021162158333981267,4.000000000000001,3.40354396966614
5,aligned_in_kernel,isospectral_random,0.0,1.7826701331080619,1.573372764003135,0.021407624304137944,1.7407192196716186,2.0746885790859846
5,aligned_in_kernel,grid_laplacian,0.1,1.6225220311059427,1.605362946252916,0.020897297881345107,2.9212782415233143,1.778147810599052
5,isotropic,dstm_boundary,0.0,1.5486780742439015,1.3001616447823316,0.017844205344150002,0.9558972096226226,0.8865105156862726
5,isotropic,ridge,0.1,1.3676217043405903,1.240406544264371,0.016729973036953505,3.9999999999999996,2.9117865077657523
5,isotropic,isospectral_random,0.0,1.5486780742439015,1.3001616447823316,0.017844205344150002,2.0788790867110767,1.571553345880635
5,isotropic,grid_laplacian,0.0,1.5486780742439015,1.3001616447823316,0.017844205344150002,4.519463536712741,4.2791013415409225
5,permuted_misaligned,dstm_boundary,0.0,2.0593904413492075,2.1105289997095387,0.028425985350821487,1.1943062138494283,1.0982305768785565
5,permuted_misaligned,ridge,0.1,1.6257787228281229,1.8967612049127183,0.025159799465949297,4.000000000000001,1.9374660018028842
5,permuted_misaligned,isospectral_random,0.0,2.0593904413492075,2.1105289997095387,0.028425985350821487,1.509138816936173,1.463391031183997
5,permuted_misaligned,grid_laplacian,0.31622776601683794,1.782008034941704,2.0344410687743153,0.02757104800387224,3.130622330855348,0.8213227456563852
6,aligned_in_kernel,dstm_boundary,10.0,1.338891987146315,1.4462709145423003,0.018966357192908793,4.987580935756543e-18,0.00038118103496348563
6,aligned_in_kernel,ridge,0.1,2.70027581667137,2.154406165483641,0.03116246409842156,4.0,2.07135719133055
6,aligned_in_kernel,isospectral_random,0.0,3.1556988529499668,2.5705561349559476,0.038347208015100206,1.3212494459416257,1.56188142085177
6,aligned_in_kernel,grid_laplacian,0.1,2.279512468179754,1.8260847350828908,0.025813257175269777,3.571354572245659,1.8873894960009001
6,isotropic,dstm_boundary,0.0,1.645069008368641,1.6710658187786998,0.025003314860216792,2.046790190447247,1.7579131652268976
6,isotropic,ridge,0.03162277660168379,1.5496908018973767,1.548730089679882,0.022500143217686647,4.0,3.389944064832638
6,isotropic,isospectral_random,0.0,1.645069008368641,1.6710658187786998,0.025003314860216792,2.093642794682486,1.735584335940651
6,isotropic,grid_laplacian,0.0,1.645069008368641,1.6710658187786998,0.025003314860216792,3.4676819454755448,3.9365982508449937
6,permuted_misaligned,dstm_boundary,0.0,2.27800145360027,2.306045351500428,0.0341876906939189,2.1205748455063964,1.4860733319592723
6,permuted_misaligned,ridge,0.31622776601683794,1.8290327936518125,2.084369410264614,0.029580525875618324,4.0,1.5851184254908808
6,permuted_misaligned,isospectral_random,0.0,2.27800145360027,2.306045351500428,0.0341876906939189,1.6556189096230982,1.0311419311692136
6,permuted_misaligned,grid_laplacian,0.1,1.8873318644649644,2.0963109271473064,0.029819548117243414,3.8802250487628136,2.2761076460911416
7,aligned_in_kernel,dstm_boundary,1000.0,1.1934481128080492,1.3286286694760816,0.016534579801187638,-2.030516843064367e-18,6.651951440507612e-08
7,aligned_in_kernel,ridge,0.31622776601683794,1.6592495786843453,1.5895150590554321,0.022448147898426838,4.0,1.9175387218318025
7,aligned_in_kernel,isospectral_random,0.0,2.8259271072006706,2.531346117324394,0.03832416871846435,1.742734062633419,2.193751414842363
7,aligned_in_kernel,grid_laplacian,0.31622776601683794,2.2360681810190197,2.5181228613329343,0.03677257889260274,4.209426609005935,1.660460775798073
7,isotropic,dstm_boundary,0.0,3.0944365433272374,2.4348931467750883,0.03618334498350529,1.5585585363361274,1.820887108344623
7,isotropic,ridge,0.31622776601683794,1.7099617451499753,1.4783830119044317,0.019767032683489703,4.000000000000002,2.016495272260471
7,isotropic,isospectral_random,0.0,3.0944365433272374,2.4348931467750883,0.03618334498350529,1.3283052116608558,1.5316282468165823
7,isotropic,grid_laplacian,0.31622776601683794,2.2036568884883776,2.1134062541467973,0.029803371082504273,4.13896929586498,1.6705646726865275
7,permuted_misaligned,dstm_boundary,0.0,3.4224166763558443,2.952347277656591,0.04040955744586461,2.0994086719421023,2.690176438005099
7,permuted_misaligned,ridge,0.31622776601683794,1.9528912179819953,1.8439145582490841,0.0229541215066304,4.0,1.9624835201372497
7,permuted_misaligned,isospectral_random,0.0,3.4224166763558443,2.952347277656591,0.04040955744586461,2.2303649533583805,2.8870515567465214
7,permuted_misaligned,grid_laplacian,0.31622776601683794,2.761486514982537,2.780005104773778,0.035269623677752035,3.5277271041444846,1.5725690278336804
8,aligned_in_kernel,dstm_boundary,1000.0,1.132814950423933,1.1830243278904202,0.013598582169064701,-9.869041008880964e-18,2.7016906637919186e-08
8,aligned_in_kernel,ridge,0.1,1.3214156499785426,1.42537114833691,0.018123748978274415,4.000000000000001,2.574692908664986
8,aligned_in_kernel,isospectral_random,0.0,1.61155332502311,1.5232011202646816,0.02043493073662208,2.1864888746474755,2.4348828550505566
8,aligned_in_kernel,grid_laplacian,0.0,1.61155332502311,1.5232011202646816,0.02043493073662208,3.0842116134697353,3.363425649479299
8,isotropic,dstm_boundary,0.0,2.0350722274934085,2.1244654570659387,0.03042914410058195,2.1237563514080056,2.0912034465414426
8,isotropic,ridge,0.1,1.7285420374353428,1.9531504171390308,0.027152002488189254,3.999999999999999,2.400506857610076
8,isotropic,isospectral_random,0.0,2.0350722274934085,2.1244654570659387,0.03042914410058195,1.4066791244726673,1.7372760176291098
8,isotropic,grid_laplacian,0.03162277660168379,1.4152039607989622,1.7148744496935775,0.02349309251267584,3.3707473575938574,2.4892151157507545
8,permuted_misaligned,dstm_boundary,0.0,1.2741782099595298,1.5847080658204868,0.020142911650851348,1.6923672533887832,1.3999238610855689
8,permuted_misaligned,ridge,0.03162277660168379,1.2027849193309996,1.43278586099512,0.017691123059196685,4.000000000000001,3.249343021764712
8,permuted_misaligned,isospectral_random,0.0,1.2741782099595298,1.5847080658204868,0.020142911650851348,1.64965635060567,1.184133677413686
8,permuted_misaligned,grid_laplacian,0.0,1.2741782099595298,1.5847080658204868,0.020142911650851348,3.2265089209967517,2.8827779563214198
9,aligned_in_kernel,dstm_boundary,1000.0,0.5893703481154982,0.6285286463696304,0.006155885814785106,9.917580255787323e-18,4.2220406098771566e-08
9,aligned_in_kernel,ridge,0.03162277660168379,1.5397610161935087,1.7209492428568793,0.022363445203335074,4.000000000000001,2.9722033981008797
9,aligned_in_kernel,isospectral_random,0.0,1.5721165723323736,1.7820003129659763,0.023196591274962455,1.3655697443484138,1.145071542711354
9,aligned_in_kernel,grid_laplacian,0.0,1.5721165723323736,1.7820003129659763,0.023196591274962455,3.768343550147537,3.08274388226846
9,isotropic,dstm_boundary,0.0,1.4355028360890412,1.5529303265996655,0.0195588935217584,1.4709370781169238,1.1516221148471009
9,isotropic,ridge,0.1,1.3030684282610594,1.5259178976216083,0.018619596534246115,3.9999999999999996,2.183113923364708
9,isotropic,isospectral_random,0.0,1.4355028360890412,1.5529303265996655,0.0195588935217584,1.2375913353349117,1.157833149863031
9,isotropic,grid_laplacian,0.03162277660168379,1.2106607275414691,1.4366543226837265,0.017840975970920315,3.7741105792058782,2.3482600526847253
9,permuted_misaligned,dstm_boundary,0.0,1.2473624150194411,1.3993968766535296,0.01788718847471188,1.6947694511892184,1.866153655333818
9,permuted_misaligned,ridge,0.1,0.8985184931051436,1.0930069950763468,0.01413902550344606,4.0,3.1715787877310535
9,permuted_misaligned,isospectral_random,0.0,1.2473624150194411,1.3993968766535296,0.01788718847471188,2.342071472810777,2.344721631797305
9,permuted_misaligned,grid_laplacian,0.1,0.8758784031922444,1.075332901963216,0.013341207502623659,3.0592309170386867,2.2010391054496874
10,aligned_in_kernel,dstm_boundary,1000.0,0.7122141661876136,0.6495849656832524,0.006628433583226205,9.212036580645121e-18,2.1764331822536587e-08
10,aligned_in_kernel,ridge,0.03162277660168379,1.868346792402175,1.473377975823564,0.020296022196132378,3.9999999999999996,2.8979607002457572
10,aligned_in_kernel,isospectral_random,0.0,2.1615117031016524,1.6949644910325958,0.02402480398934558,1.0449700648655118,1.180007175857777
10,aligned_in_kernel,grid_laplacian,0.1,2.023972881084941,1.6755613383126338,0.02202966123858103,3.6691407834860095,2.0591040568024797
10,isotropic,dstm_boundary,0.0,2.600291552332691,2.0107637270159393,0.027574729867667683,1.5122439240057683,2.014558351190721
10,isotropic,ridge,0.1,1.8169451115971265,1.4762227765016265,0.019900503349612852,3.999999999999999,2.991213067723648
10,isotropic,isospectral_random,0.0,2.600291552332691,2.0107637270159393,0.027574729867667683,1.3513472155656485,1.9408719329951138
10,isotropic,grid_laplacian,0.0,2.600291552332691,2.0107637270159393,0.027574729867667683,4.413500001753073,4.791508895508684
10,permuted_misaligned,dstm_boundary,0.0,2.1872617348327266,1.985044591133912,0.027338287749957713,1.3526185691537327,1.1239115526071077
10,permuted_misaligned,ridge,0.03162277660168379,2.120073089769022,1.9454815630104663,0.026435210723534316,3.9999999999999996,2.5375843240324856
10,permuted_misaligned,isospectral_random,0.0,2.1872617348327266,1.985044591133912,0.027338287749957713,0.9609891223637961,0.8291324845604119
10,permuted_misaligned,grid_laplacian,0.0,2.1872617348327266,1.985044591133912,0.027338287749957713,3.8407250581937658,3.0107042965692763
11,aligned_in_kernel,dstm_boundary,10.0,0.5111941947404772,0.5785821328510455,0.005361985363400815,3.866249441434315e-18,0.00020025166816598416
11,aligned_in_kernel,ridge,0.0,2.148881145734051,2.1225169187601676,0.02802326789647439,4.000000000000002,2.3152188189210143
11,aligned_in_kernel,isospectral_random,0.31622776601683794,1.6666617085776587,2.0686061616943077,0.028096686302150363,1.2624218134149503,0.38745581246649474
11,aligned_in_kernel,grid_laplacian,0.0,2.148881145734051,2.1225169187601676,0.02802326789647439,3.7058605569369654,2.259134792731298
11,isotropic,dstm_boundary,0.0,1.3778777032796903,1.6456017775612013,0.0208420991466133,1.6987505854104183,1.3797546714138391
11,isotropic,ridge,0.1,1.1924911080539977,1.5626452168694414,0.018977373678982272,3.9999999999999996,2.5997076573695432
11,isotropic,isospectral_random,0.0,1.3778777032796903,1.6456017775612013,0.0208420991466133,1.6802489805079959,1.132299617356633
11,isotropic,grid_laplacian,0.0,1.3778777032796903,1.6456017775612013,0.0208420991466133,4.554490030834231,3.230507556067004
11,permuted_misaligned,dstm_boundary,0.0,1.8958720369079114,1.6987979030978118,0.022398455975826806,1.7429494660184708,1.4245915530092015
11,permuted_misaligned,ridge,0.03162277660168379,1.8284609742500066,1.6042724100282464,0.02116520526041519,4.000000000000001,3.1296184964359455
11,permuted_misaligned,isospectral_random,0.0,1.8958720369079114,1.6987979030978118,0.022398455975826806,2.7381161773111167,1.9561216285096972
11,permuted_misaligned,grid_laplacian,0.0,1.8958720369079114,1.6987979030978118,0.022398455975826806,4.290744291149986,3.624324658255701
12,aligned_in_kernel,dstm_boundary,1000.0,0.8592320423310296,0.7844240646992494,0.007999783278503815,2.102724397710494e-18,3.880049830236817e-08
12,aligned_in_kernel,ridge,0.31622776601683794,1.4071673089609398,1.5887276546163722,0.02196348131811042,4.000000000000001,1.8786605392089033
12,aligned_in_kernel,isospectral_random,0.1,3.502210160225527,3.595218100878456,0.05285389741576723,1.7656494890197196,0.7969188074954036
12,aligned_in_kernel,grid_laplacian,0.31622776601683794,1.800562329869422,1.8935805855520764,0.026967180687522643,3.793690055846062,1.634335549146225
12,isotropic,dstm_boundary,0.0,3.2200449337778108,3.3462003814984707,0.04902125159093364,1.339958946881055,2.6656334039436302
12,isotropic,ridge,0.1,1.4800447475405152,1.4790821949015376,0.018581996458729436,3.999999999999999,2.747796942731315
12,isotropic,isospectral_random,0.0,3.2200449337778108,3.3462003814984707,0.04902125159093364,2.306225272950366,2.509540437422533
12,isotropic,grid_laplacian,0.1,1.4020427222357708,1.5168486376226291,0.01976120768007928,3.807008096646354,2.354585062477004
12,permuted_misaligned,dstm_boundary,0.0,3.8271169183404283,3.6657798797510965,0.05518709003687321,1.3457401674632836,2.149456996067391
12,permuted_misaligned,ridge,0.1,1.7235052420787491,1.651359223754378,0.02310873835249713,4.0,2.5966139036565163
12,permuted_misaligned,isospectral_random,0.0,3.8271169183404283,3.6657798797510965,0.05518709003687321,1.8796857296819853,3.528491142758866
12,permuted_misaligned,grid_laplacian,0.31622776601683794,2.056677135483737,2.1673086986881147,0.03006647660906301,3.8562703481739136,1.4395158112524427
13,aligned_in_kernel,dstm_boundary,1000.0,0.9076437391251471,0.791605066022273,0.00912501554967506,1.3141596160400431e-17,2.6709999300665834e-08
13,aligned_in_kernel,ridge,0.01,1.178894120390031,1.3056952042034182,0.016443600163151755,4.0,3.2840642450264483
13,aligned_in_kernel,isospectral_random,0.0,1.198003819076062,1.379298621841075,0.017249783241109713,1.602114710641776,1.6841116870346506
13,aligned_in_kernel,grid_laplacian,0.0,1.198003819076062,1.379298621841075,0.017249783241109713,3.0848649406755486,2.9690311608857884
13,isotropic,dstm_boundary,0.0,1.7875351910376138,1.7909733915490271,0.023457839517494666,1.7681034813127519,1.2904343248129888
13,isotropic,ridge,0.03162277660168379,1.7604305854432742,1.7913675992006082,0.023430771533429012,4.000000000000001,2.3249433712014382
13,isotropic,isospectral_random,0.0,1.7875351910376138,1.7909733915490271,0.023457839517494666,2.268583843245405,1.44234950938573
13,isotropic,grid_laplacian,0.01,1.6229402590848654,1.4901430063979024,0.019518737509357897,3.770630548445574,2.472140984305115
13,permuted_misaligned,dstm_boundary,0.0,2.5672796762824355,2.1877570942281013,0.029474383743516446,1.4867527707092494,1.1886293563209533
13,permuted_misaligned,ridge,0.03162277660168379,2.5292972736383112,2.1204721624478418,0.028773238685370576,4.0,2.315572184449721
13,permuted_misaligned,isospectral_random,0.0,2.5672796762824355,2.1877570942281013,0.029474383743516446,2.141346870463011,1.257889727637971
13,permuted_misaligned,grid_laplacian,0.03162277660168379,2.2929829410713123,1.968499494110389,0.026332318356771085,3.7183352833523116,2.1823140645434
14,aligned_in_kernel,dstm_boundary,31.622776601683793,0.8872071485417099,0.9261272941196481,0.011733951374154675,4.5889070674330935e-18,6.947972415196767e-05
14,aligned_in_kernel,ridge,0.1,1.9767613559396107,1.8156211134401912,0.025847226482025948,4.000000000000001,2.2448829371975894
14,aligned_in_kernel,isospectral_random,0.0,2.6973433780699247,2.433947908735819,0.036522204629429,1.4542026514067812,1.674259899212032
14,aligned_in_kernel,grid_laplacian,0.1,1.6786105977266235,1.571348944677522,0.021818285972720446,3.1237546300825647,1.7696563525373787
14,isotropic,dstm_boundary,0.0,2.339912301159382,2.302199679372501,0.03408316824882385,1.7752776079697823,1.9472024336572682
14,isotropic,ridge,0.31622776601683794,1.6031222761808879,1.7213130146888878,0.0234702303776555,4.0,1.9584809140403348
14,isotropic,isospectral_random,0.0,2.339912301159382,2.302199679372501,0.03408316824882385,2.284472422882959,1.832622124913831
14,isotropic,grid_laplacian,0.0,2.339912301159382,2.302199679372501,0.03408316824882385,4.576599901970331,3.9796191710927955
14,permuted_misaligned,dstm_boundary,0.0,2.2895994839476987,2.4094832155859622,0.03726683349343852,0.9322013088781884,1.37260819649337
14,permuted_misaligned,ridge,0.03162277660168379,1.868065165362594,1.9346413650800067,0.02846512869835395,4.000000000000001,3.0144120122942093
14,permuted_misaligned,isospectral_random,0.0,2.2895994839476987,2.4094832155859622,0.03726683349343852,2.3249199746302764,1.8709938885992943
14,permuted_misaligned,grid_laplacian,0.1,2.1000150492911565,2.148603120394106,0.03170561788535233,3.746033587400693,1.8206008908282878
15,aligned_in_kernel,dstm_boundary,3.1622776601683795,0.8899050301665237,1.0312514377360857,0.012060381989728659,2.837651211438517e-18,0.0028004784405883726
15,aligned_in_kernel,ridge,0.1,0.9192712215555424,1.210739136596161,0.014935129528134996,3.999999999999999,3.1108619343020916
15,aligned_in_kernel,isospectral_random,0.0,1.180445169281619,1.688296015419319,0.022493620156379325,2.1609621603110476,2.5082730254723016
15,aligned_in_kernel,grid_laplacian,0.0,1.180445169281619,1.688296015419319,0.022493620156379325,4.08651993838577,4.870186925098837
15,isotropic,dstm_boundary,0.0,2.2612093261544453,2.6997349197197966,0.03795208395451932,1.3290521917327318,1.3675372568942064
15,isotropic,ridge,0.1,2.104414494346319,2.343674062024327,0.032488205970172546,3.999999999999999,2.0473239952710816
15,isotropic,isospectral_random,0.0,2.2612093261544453,2.6997349197197966,0.03795208395451932,1.3882915885199234,1.3880032210765345
15,isotropic,grid_laplacian,0.03162277660168379,1.9552460697454812,2.4157370715872095,0.03149566719883991,3.2983022426573503,2.276874313206161
15,permuted_misaligned,dstm_boundary,0.0,1.0130040726552287,1.6566034722026337,0.020227889869111355,1.221241658238303,1.438887393795043
15,permuted_misaligned,ridge,0.03162277660168379,0.8920549140754792,1.4011158742285774,0.016501964665692148,3.9999999999999996,3.3380880502556636
15,permuted_misaligned,isospectral_random,0.0,1.0130040726552287,1.6566034722026337,0.020227889869111355,1.8086573721349988,1.9652760210920703
15,permuted_misaligned,grid_laplacian,0.0,1.0130040726552287,1.6566034722026337,0.020227889869111355,2.49291496388131,2.665556020675588
16,aligned_in_kernel,dstm_boundary,10.0,1.1812050021153828,1.119951161439285,0.013432200382075996,3.952614706896434e-18,0.0002736635406733703
16,aligned_in_kernel,ridge,0.1,1.3586414082025124,1.4967428989455263,0.018345951922536574,3.9999999999999996,2.7039582139849356
16,aligned_in_kernel,isospectral_random,0.0,1.5855307326832078,1.8412893569353361,0.02417230163027255,2.2853004283751908,1.7466352903952846
16,aligned_in_kernel,grid_laplacian,0.0,1.5855307326832078,1.8412893569353361,0.02417230163027255,3.121016012528439,3.296504286055441
16,isotropic,dstm_boundary,0.0,1.444802164380449,1.4158815626566361,0.018899997580820525,1.527199908361652,1.511925784205955
16,isotropic,ridge,0.03162277660168379,1.3285786595454283,1.2931141896431666,0.016568322645410576,4.0,3.096757012461692
16,isotropic,isospectral_random,0.0,1.444802164380449,1.4158815626566361,0.018899997580820525,1.098232966966743,1.444626861539065
16,isotropic,grid_laplacian,0.0,1.444802164380449,1.4158815626566361,0.018899997580820525,3.6534815559539577,3.9707737331242177
16,permuted_misaligned,dstm_boundary,0.0,2.306255762752798,2.4733799551390234,0.03344954790014051,1.784843922946657,0.9399325216188784
16,permuted_misaligned,ridge,0.1,2.064705575779918,2.2487097573609445,0.028866134971640728,3.999999999999999,2.3638900971319976
16,permuted_misaligned,isospectral_random,0.0,2.306255762752798,2.4733799551390234,0.03344954790014051,2.3462841834537382,2.1133993767092236
16,permuted_misaligned,grid_laplacian,0.0,2.306255762752798,2.4733799551390234,0.03344954790014051,4.09096051500709,3.051644341410399
17,aligned_in_kernel,dstm_boundary,1000.0,0.693368066064771,0.6887177625333203,0.007125929284114255,-2.1453868223305047e-18,3.2097686143732544e-08
17,aligned_in_kernel,ridge,0.03162277660168379,1.9366892223814411,2.0546746781024297,0.02748815952058859,4.0,2.3793441540481943
17,aligned_in_kernel,isospectral_random,0.0,2.007969115342798,2.250160256804632,0.03052110074892133,1.5390477518930101,1.1989771999648993
17,aligned_in_kernel,grid_laplacian,0.03162277660168379,1.691223546200328,1.8483287885379098,0.024955867661310548,2.975890581564405,1.6982113669180636
17,isotropic,dstm_boundary,0.0,1.9172422804231382,2.151946930664719,0.028714487070060007,1.3769956689591236,1.3590147641514636
17,isotropic,ridge,0.1,1.6689057123862363,1.8454879105224702,0.02437822547267879,4.0,2.1008774484768313
17,isotropic,isospectral_random,0.0,1.9172422804231382,2.151946930664719,0.028714487070060007,2.0449928083861866,1.244548419267414
17,isotropic,grid_laplacian,0.03162277660168379,1.8103348994257977,2.099210073362719,0.027879388186792836,4.326896492044565,2.639148402298366
